,busno,busid,stationid,stationnm,y,x,count
0,0017,4001700.0,03689,청암자이아파트,126.946555275,37.5345469961,1
1,0017,4001700.0,03321,청심경로당,126.950560337,37.5337062146,1
2,0017,4001700.0,03304,원효2동주민센터,126.95095038,37.5342145962,1
3,0017,4001700.0,03306,산천동,126.95400935,37.5353394954,1
4,0017,4001700.0,03308,신창동세방아파트,126.955070536,37.5356832219,1
5,0017,4001700.0,03310,남이장군사당,126.957980363,37.5366250384,1
6,0017,4001700.0,03312,새마을금고,126.959533764,37.5370716239,1
7,0017,4001700.0,03122,한강로동웨딩코리아,126.963934473,37.5252902941,1
8,0017,4001700.0,03296,원효2동산호아파트후문,126.94969324,37.5325434326,1
9,0017,4001700.0,03253,신용산역,126.967772416,37.5299780165,1
10,0017,4001700.0,03313,새마을금고,126.959418281,37.5371869247,1
11,0017,4001700.0,03311,남이장군사당,126.958280126,37.5368089685,1
12,0017,4001700.0,03309,신창동세방아파트,126.954947108,37.5358300537,1
13,0017,4001700.0,03307,산천동,126.953804454,37.5354772833,1
14,0017,4001700.0,03305,산천동리버힐삼성아파트,126.951192341,37.5345003443,1
15,0017,4001700.0,03322,삼성테마트,126.950384924,37.5337466904,1
16,0017,4001700.0,03900,청암자이아파트(가상),126.947079211,37.5344985728,1
17,1014,4101400.0,01245,동묘앞,127.017816314,37.5737292199,1
18,1014,4101400.0,08306,돈암시장입구,127.016701845,37.5919710492,1
19,1017,4101700.0,06180,용두시장앞,127.030334183,37.5791115868,1
20,1111,4111100.0,09176,강북보건소,127.039146763,37.6320982865,1
21,1111,4111100.0,08319,돈암초교입구,127.011575319,37.5911435628,1
22,1111,4111100.0,08239,한성대입구,127.007227865,37.5890939317,1
23,1111,4111100.0,08238,한성대입구,127.00765701,37.5889028738,1
24,1113,4111300.0,08246,길음시장,127.023092066,37.603149768,1
25,1114,4111400.0,08258,성북생태체험관,127.00599835,37.620170679,2
26,1114,4111400.0,08259,정릉초교,127.006200987,37.6184874427,2
27,1114,4111400.0,08260,정릉동풍림상가앞,127.007708569,37.6167005029,2
28,1114,4111400.0,08322,삼덕단지앞,127.005059701,37.6103867411,2
29,1114,4111400.0,08320,정릉3동주민센터앞,127.004254241,37.6082493969,2
30,1114,4111400.0,08321,정릉3동주민센터앞,127.004444524,37.608208841,2
31,1114,4111400.0,08323,삼덕단지앞,127.005263622,37.6109237793,2
32,1114,4111400.0,08338,정릉대림아파트,127.008906871,37.6151911012,2
33,1114,4111400.0,08261,정릉동풍림상가앞,127.007775408,37.6167428495,2
34,1114,4111400.0,08348,풍림아파트삼거리,127.007299703,37.6173880566,2
35,1114,4111400.0,08350,정릉초교,127.006261026,37.6184829341,2
36,1114,4111400.0,08349,성북생태체험관,127.00656023,37.6201174851,2
37,1115,4111501.0,09307,삼각산119안전센터,127.015040558,37.6198526912,1
38,1115,4111501.0,09274,강북구보건소삼각산분소,127.015281362,37.6174683906,1
39,1115,4111501.0,09295,삼각산동삼각산아이원아파트정문,127.016688001,37.6161778465,1
40,1115,4111501.0,09276,삼각산동삼각산아이원아파트후문,127.018549193,37.6163649943,1
41,1115,4111501.0,09303,삼각산고.래미안트리베라,127.02135904,37.6143803299,1
42,1115,4111501.0,09306,미아사거리역.롯데백화점,127.030228311,37.6140792311,1
43,1115,4111501.0,09302,삼각산고.래미안트리베라,127.021646769,37.6144208264,1
44,1115,4111501.0,09275,삼각산동삼각산아이원아파트후문,127.018831249,37.6163478291,1
45,1115,4111501.0,09298,삼각산동삼각산아이원아파트정문,127.016442229,37.616358098,1
46,1115,4111501.0,09273,강북구보건소삼각산분소,127.015449121,37.6179801848,1
47,1115,4111501.0,09308,삼각산119안전센터,127.015248981,37.6197697647,1
48,1117광주,90000248.0,49001,모란역,127.129502083,37.4310574877,1
49,1117광주,90000248.0,48042,모란고개,127.128479357,37.4369500748,1
50,1117광주,90000248.0,24420,복정역,127.126960989,37.4699755647,1
51,1117광주,90000248.0,48018,성남수정경찰서앞,127.12736699,37.4407242321,1
52,1117광주,90000248.0,48041,모란고개,127.12815862,37.4364052504,1
53,1117광주,90000248.0,49005,모란시장,127.128977991,37.4305255032,1
54,1119,4111900.0,10299,창동아이파크,127.046834591,37.6614977323,1
55,1119,4111900.0,10292,서울외국어고등학교,127.052536916,37.645248873,1
56,1119,4111900.0,10105,녹천역,127.052313598,37.6435261063,1
57,1119,4111900.0,10293,서울외국어고등학교,127.052702364,37.6452469971,1
58,1119,4111900.0,09249,수유역.강북구청,127.025060748,37.6376933332,2
59,1119,4111900.0,09205,대한병원,127.023096865,37.6369737697,2
60,1119,4111900.0,09203,수유중앙시장,127.022722844,37.6403601066,2
61,1120,4112000.0,11388,대진여자고등학교,127.067097067,37.6446837222,1
62,1120,4112000.0,10207,방학동우성아파트,127.025073119,37.6576432444,1
63,1120,4112000.0,10205,초당초등학교,127.022320047,37.657513141,1
64,1120,4112000.0,10203,쌍문동우이빌라,127.018959489,37.657410105,1
65,1120,4112000.0,10201,쌍문동청한빌라,127.014736508,37.6577224813,1
66,1120,4112000.0,10200,쌍문동청한빌라,127.015006205,37.6574593323,1
67,1120,4112000.0,10202,쌍문동우이빌라,127.018943571,37.6572118702,1
68,1120,4112000.0,10204,초당초등학교,127.023137178,37.6573507894,1
69,1120,4112000.0,10206,방학동우성아파트,127.024270593,37.6574046264,1
70,1120,4112000.0,10214,쌍문동삼익금호1차아파트,127.034913483,37.6580029761,1
71,1120,4112000.0,10332,창동역서측,127.045439475,37.6524856894,2
72,1120,4112000.0,11389,청계초등학교,127.066930329,37.6445081062,1
73,1122,4112202.0,08341,상진운수종점,127.065164003,37.611154606,1
74,1124,4112400.0,09228,번동주공아파트3단지4단지,127.040124265,37.6294532806,1
75,1124,4112400.0,09232,번동한솔솔파크,127.037812026,37.6275338363,1
76,1124,4112400.0,09234,번동해모로아파트,127.037070785,37.6269402576,1
77,1124,4112400.0,09236,강북문화정보센타,127.036759843,37.6258878896,1
78,1124,4112400.0,09238,번동동문아파트,127.037454378,37.623740389,1
79,1124,4112400.0,09239,북서울꿈의숲,127.037526301,37.6225842756,1
80,1124,4112400.0,09241,벼랑바위,127.035987101,37.6186488191,1
81,1124,4112400.0,09243,송중동경남아너스빌,127.034581507,37.6166848748,1
82,1124,4112400.0,09245,송중초등학교,127.031648684,37.6165541394,1
83,1124,4112400.0,09242,송중동경남아너스빌,127.034301594,37.6164317517,1
84,1124,4112400.0,09240,벼랑바위,127.036050358,37.6182766519,1
85,1124,4112400.0,09271,북서울꿈의숲,127.037833377,37.622717538,1
86,1124,4112400.0,09237,번동동문아파트,127.037755628,37.6235474611,1
87,1124,4112400.0,09235,강북문화정보센터,127.037324769,37.625086649,1
88,1124,4112400.0,09233,번동해모로아파트,127.037041172,37.6266239867,1
89,1124,4112400.0,09231,번동한솔솔파크,127.038077119,37.6275022131,1
90,1124,4112400.0,09230,번동초등학교,127.03984188,37.6289388579,1
91,1124,4112400.0,09229,번동주공아파트3단지4단지,127.041067145,37.6299007943,1
92,1126,4112600.0,10127,우이1교앞,127.032179326,37.6439937681,1
93,1126,4112600.0,10119,정의여중고앞,127.037387285,37.6526308865,1
94,1126,4112600.0,10121,구민회관,127.038222168,37.6541047846,1
95,1126,4112600.0,10334,안방학동,127.033028411,37.667747774,1
96,1126,4112600.0,10320,샘말어린이공원,127.031980313,37.6687752906,1
97,1126,4112600.0,10321,안방학동,127.029951338,37.6690677721,1
98,1126,4112600.0,10179,샘말어린이공원,127.031815899,37.6686672058,1
99,1126,4112600.0,10333,안방학동,127.032913883,37.6676604016,1
100,1126,4112600.0,10174,방학동신우빌라,127.034895943,37.6641158948,1
101,1126,4112600.0,10176,방학동삼익세라믹,127.034673813,37.6617551365,1
102,1126,4112600.0,10178,쌍문동청구아파트,127.034877756,37.6591608724,1
103,1126,4112600.0,10216,도봉구보건소앞,127.037671772,37.6571614212,2
104,1126,4112600.0,10122,구민회관,127.038142066,37.6548202673,1
105,1126,4112600.0,10120,정의여중고앞,127.036588071,37.6521851028,1
106,1126,4112600.0,10315,대우아파트104동,127.038349191,37.6432566421,2
107,1126,4112600.0,10264,창동대우아파트,127.036715956,37.6426101856,2
108,1127,4112700.0,10197,서울문화고등학교,127.046309519,37.6628720833,2
109,1127,4112700.0,10118,도봉보건소,127.039917382,37.6578247776,1
110,1127,4112700.0,10297,창5동현대아파트,127.04028476,37.6560152868,2
111,1127,4112700.0,10229,창동주공1단지아파트,127.040992757,37.653291081,2
112,1127,4112700.0,10657,창북중학교,127.038146082,37.6515935012,1
113,1127,4112700.0,10124,쌍문역.쌍문역골목시장,127.0340974,37.6480246628,2
114,1127,4112700.0,10258,한신아파트101동앞,127.034852327,37.6459816934,1
115,1127,4112700.0,10256,중앙약국,127.037257116,37.6461539659,1
116,1127,4112700.0,10261,창동청구빌라,127.039525822,37.6461243931,1
117,1127,4112700.0,10263,창동대우아파트입구,127.040342439,37.6432163298,1
118,1127,4112700.0,09246,수유3동우체국,127.027579355,37.6400256713,2
119,1127,4112700.0,10262,창동대우아파트입구,127.040534978,37.643028839,3
120,1127,4112700.0,10260,창동청구빌라,127.039909793,37.6457638317,1
121,1127,4112700.0,10257,중앙약국,127.037728645,37.6463646689,1
122,1127,4112700.0,10259,KT도봉지점,127.0348558,37.6461375793,1
123,1127,4112700.0,10126,쌍문역,127.034221752,37.6473560254,2
124,1127,4112700.0,10117,도봉보건소,127.04013247,37.6573444298,1
125,1127,4112700.0,10740,서울문화고등학교,127.046752063,37.6636468356,1
126,1127,4112700.0,10735,서원아파트,127.046677759,37.6716952848,1
127,1128,4112800.0,10103,도봉동한신아파트,127.045610909,37.6826140348,2
128,1128,4112800.0,10181,원약국,127.034282626,37.6663777789,2
129,1128,4112800.0,10310,방학동도깨비시장,127.035536903,37.6652321384,2
130,1128,4112800.0,10183,신한은행방학동지점,127.037197641,37.6632312342,1
131,1128,4112800.0,10225,숭미초등학교,127.027950256,37.6500735328,2
132,1128,4112800.0,10223,쌍문초등학교,127.025374397,37.6470428819,2
133,1128,4112800.0,09198,강북중학교,127.023548051,37.6448419212,2
134,1128,4112800.0,09200,광산사거리,127.022992065,37.6425235501,1
135,1128,4112800.0,09260,미아사거리역,127.029734957,37.6153850288,1
136,1128,4112800.0,08249,미아사거리,127.030044367,37.6101676658,1
137,1128,4112800.0,09201,광산사거리,127.023102391,37.643844513,2
138,1128,4112800.0,10222,쌍문초등학교,127.025681481,37.6469743334,2
139,1128,4112800.0,10224,숭미초등학교,127.02795576,37.6496419143,2
140,1128,4112800.0,10226,쌍문동대우이안아파트극동아파트앞,127.02842575,37.6517710532,2
141,1128,4112800.0,10276,세그루학원,127.027990082,37.6565423713,2
142,1128,4112800.0,10302,방학3동주민센터,127.027903794,37.6591681347,2
143,1128,4112800.0,10208,방학3동신동아프라자,127.027740068,37.6608342669,1
144,1128,4112800.0,10182,신한은행방학동지점,127.037439008,37.6630996005,1
145,1128,4112800.0,10309,도깨비시장,127.035691108,37.6653285072,2
146,1128,4112800.0,10180,원약국,127.034426634,37.6664840641,2
147,1128,4112800.0,10167,방학2동주민센터,127.034726645,37.6681095192,1
148,1128,4112800.0,10165,정우슈퍼,127.036477461,37.6693290489,1
149,1128,4112800.0,10163,오봉초등학교,127.039179407,37.6705203068,1
150,1128,4112800.0,10161,천주교도봉동교회,127.042810695,37.6711723253,1
151,1128,4112800.0,10104,도봉동한신아파트,127.045958665,37.6821047926,2
152,1129,4112900.0,11266,상경초등학교,127.051835107,37.6708289988,1
153,1129,4112900.0,11192,온곡중학교노원정보도서관,127.064531922,37.6595872028,1
154,1129,4112900.0,11201,상계현대3차아파트,127.052575436,37.6709521187,1
155,1129,4112900.0,11200,상계현대2차아파트,127.050954906,37.6717178437,1
156,1130,4113000.0,11477,월계역신도브래뉴아파트앞,127.059093954,37.6298471882,1
157,1131,4113100.0,11384,2001아울렛중계점,127.067663219,37.6416882067,1
158,1131,4113100.0,11324,녹천초등학교월계이마트,127.063992832,37.6283785713,1
159,1131,4113100.0,11501,월계미륭아파트,127.068061695,37.6238627685,1
160,1131,4113100.0,11325,녹천초등학교월계이마트,127.064906409,37.6275517792,1
161,1131,4113100.0,11385,2001아울렛중계점,127.06703509,37.6412884854,1
162,1132,4113200.0,11423,삼익선경아파트,127.07752705,37.6381084499,1
163,1132,4113200.0,11214,중앙하이츠2차아파트,127.067615779,37.6543565166,1
164,1132,4113200.0,11213,와우패션클럽,127.063866232,37.655191203,1
165,1132,4113200.0,11212,롯데백화점노원점,127.062539926,37.6548693273,1
166,1132,4113200.0,11424,대진고등학교,127.077394236,37.6378760581,1
167,1133,4113300.0,10312,창번교앞,127.03822395,37.6354686365,1
168,1133,4113300.0,11305,월계종합사회복지관,127.052676138,37.6273632388,2
169,1133,4113300.0,11304,월계종합사회복지관,127.052595759,37.6274488775,2
170,1135,4113500.0,11107,공릉1동삼익아파트,127.072813914,37.6178001416,1
171,1135,4113500.0,11109,대주아파트,127.071963175,37.6213166942,1
172,1135,4113500.0,11111,공릉대아2차아파트,127.071304322,37.6229904068,1
173,1135,4113500.0,11164,공릉대동2차아파트,127.071051986,37.6268706243,1
174,1135,4113500.0,11167,노원문화원,127.069834577,37.6286113424,1
175,1135,4113500.0,11168,용원초등학교,127.06862583,37.6287436096,1
176,1135,4113500.0,11359,을지중학교,127.071731712,37.6504055565,1
177,1135,4113500.0,11361,청암중.고등학교,127.073856444,37.6525019583,1
178,1135,4113500.0,11365,원광초등학교,127.076752968,37.6544599563,1
179,1135,4113500.0,11364,중계주공5단지514동,127.074932535,37.6508108548,1
180,1135,4113500.0,11458,중계1동신안아파트,127.072400042,37.6512512619,1
181,1135,4113500.0,11360,을지중학교,127.070904222,37.6502087203,1
182,1135,4113500.0,11175,공릉삼익아파트,127.073371401,37.6294796422,1
183,1135,4113500.0,11173,영화교회,127.071576765,37.6306548551,1
184,1135,4113500.0,11178,공릉1단지후문,127.06959462,37.6312886008,1
185,1135,4113500.0,11171,공릉2단지,127.067596247,37.6303039782,1
186,1135,4113500.0,11169,용원초등학교,127.068413898,37.6286698439,1
187,1135,4113500.0,11166,노원문화원,127.069947654,37.6283778949,1
188,1135,4113500.0,11165,공릉대동2차아파트,127.07084015,37.6268950809,1
189,1135,4113500.0,11163,공릉신도2차아파트,127.071366474,37.6251962218,1
190,1135,4113500.0,11110,공릉1동경로당,127.0723922,37.6221490333,1
191,1135,4113500.0,11108,공릉초등학교,127.07354654,37.6186521132,1
192,1136,4113600.0,11120,공릉역,127.074203997,37.6259198437,1
193,1136,4113600.0,11119,공연초등학교,127.076137618,37.6267629269,1
194,1136,4113600.0,11123,현대성우아파트,127.077795808,37.6274439652,1
195,1136,4113600.0,11126,삼익아파트.한보아파트,127.08023151,37.6273269956,1
196,1136,4113600.0,11127,원자력병원,127.08218124,37.6282997244,2
197,1136,4113600.0,11125,한보아파트.삼익아파트,127.080479861,37.6275466907,1
198,1136,4113600.0,11122,동신아파트,127.077709892,37.6276242384,1
199,1136,4113600.0,11176,공연초등학교,127.075540523,37.6267236629,1
200,1136,4113600.0,11177,공릉역,127.073617213,37.6259895946,1
201,1136,4113600.0,08339,석계역굴다리앞,127.065767124,37.6143251907,3
202,1137,4113700.0,09261,미아사거리역,127.030482237,37.6117741894,2
203,1137,4113700.0,09244,송중초등학교,127.031411854,37.6163658759,2
204,1137,4113700.0,09269,송중동주민센터앞,127.033369152,37.6160580688,1
205,1137,4113700.0,09270,송중동경남아너스빌정문,127.034084936,37.6132978404,1
206,1138,4113800.0,10236,창4동주민센터,127.051992534,37.6527469996,1
207,1138,4113800.0,10273,창동주공3단지,127.04147673,37.6513229545,1
208,1138,4113800.0,10271,창1동주민센터,127.042962026,37.6485443942,1
209,1138,4113800.0,10313,금용아파트,127.035177074,37.637736706,2
210,1138,4113800.0,10252,창2동주민센터.보건지소,127.033639751,37.6408990489,4
211,1138,4113800.0,10311,태영데시앙아파트,127.032444927,37.642384365,4
212,1138,4113800.0,09206,삼성화재강북지점,127.024807341,37.6355100656,3
213,1138,4113800.0,09247,수유3동우체국,127.028217341,37.6401084199,3
214,1138,4113800.0,10336,태영데시앙아파트,127.031724329,37.6426170399,4
215,1138,4113800.0,10253,창2동주민센터.보건지소,127.033504849,37.6407711338,4
216,1138,4113800.0,10314,창번2교앞,127.034426252,37.6386533274,4
217,1138,4113800.0,10269,서울가든아파트앞,127.044200861,37.6469310032,1
218,1138,4113800.0,10270,창1동주민센터,127.043630519,37.6483170767,1
219,1138,4113800.0,10272,창동주공3단지,127.041715857,37.6513228702,1
220,1138,4113800.0,10235,창4동주민센터,127.052646323,37.65254667,1
221,1139,4113900.0,10159,노원교,127.049119145,37.6796543968,2
222,1139,4113900.0,10157,도봉역,127.047084557,37.6803959104,2
223,1139,4113900.0,10108,서울북부지방법원.검찰청.도봉역성황당,127.044652916,37.6770277354,2
224,1139,4113900.0,10110,국민은행도봉지점,127.04415009,37.6741048348,2
225,1139,4113900.0,10162,천주교도봉동교회,127.042810776,37.6713119921,2
226,1139,4113900.0,10164,오봉초등학교,127.039558198,37.6708391615,2
227,1139,4113900.0,10166,정우슈퍼,127.036713383,37.6696083095,2
228,1139,4113900.0,10168,방학2동주민센터,127.034622433,37.6682708427,2
229,1139,4113900.0,10337,방학중학교,127.03250772,37.6668576545,1
230,1139,4113900.0,10172,신방학중학교앞,127.027779564,37.6634077361,1
231,1139,4113900.0,10188,방학3동신동아프라자,127.027484106,37.6613704683,3
232,1139,4113900.0,10209,방학3동주민센터,127.027628611,37.6598133715,3
233,1139,4113900.0,10210,쌍문동성원아파트,127.028933488,37.6576477672,2
234,1139,4113900.0,10212,쌍문동한양.현대아파트,127.031756857,37.6578002243,2
235,1139,4113900.0,10177,쌍문동청구아파트,127.035117103,37.6595743964,2
236,1139,4113900.0,10175,방학동삼익세라믹,127.03491075,37.6618469766,2
237,1139,4113900.0,10173,방학동신우빌라,127.035162278,37.6640356198,2
238,1139,4113900.0,10294,방학동새마을금고,127.036648847,37.6651579099,1
239,1139,4113900.0,10295,거성학마을아파트,127.038171692,37.6661972701,1
240,1139,4113900.0,10296,방학1동어린이집입구,127.04062859,37.6671777225,1
241,1139,4113900.0,10111,방학역,127.043871752,37.6692472357,1
242,1139,4113900.0,10109,국민은행도봉지점,127.044600185,37.6741632354,2
243,1139,4113900.0,10107,서울북부지방법원.검찰청.도봉역성황당,127.045132564,37.6771834389,2
244,1139,4113900.0,10156,도봉역,127.046526699,37.6803096286,2
245,1139,4113900.0,10158,노원교,127.049016957,37.6794237641,2
246,1140,4114000.0,11376,중계역2번출구,127.064939125,37.6456175479,4
247,1140,4114000.0,11378,중계시영3단지,127.067966535,37.6475000013,3
248,1140,4114000.0,11377,상명초등학교,127.067939759,37.6479631718,3
249,1140,4114000.0,11375,중계건영2차아파트,127.065398497,37.6460948667,4
250,1140,4114000.0,11341,흥진빌라,127.052375771,37.6223245134,1
251,1140,4114000.0,11343,장석교회,127.050707111,37.6240661361,1
252,1141,4114100.0,11350,양지근린공원,127.076410091,37.6472344228,1
253,1141,4114100.0,11420,중계주공9단지후문,127.076249932,37.6435455037,1
254,1141,4114100.0,11422,한신동성아파트,127.075676767,37.6393017817,1
255,1141,4114100.0,11459,하계5단지아파트,127.06632487,37.633941468,1
256,1141,4114100.0,11450,하계2동주민센타,127.068212767,37.6317354435,1
257,1141,4114100.0,11449,하계2동주민센타,127.068784013,37.6319630857,1
258,1141,4114100.0,11421,삼익선경아파트후문,127.076152758,37.6393789685,1
259,1141,4114100.0,11419,중계주공9단지후문,127.076608024,37.6435497771,1
260,1141,4114100.0,11415,대림벽산아파트,127.076782997,37.6473008606,1
261,1142,4114200.0,11223,상계중앙시장입구,127.07079099,37.6586672162,3
262,1142,4114200.0,11251,노원구청,127.057241014,37.6542764042,3
263,1142,4114200.0,10144,창동농협물류센타,127.051246679,37.6542124806,3
264,1142,4114200.0,11222,상계중앙시장입구,127.070752249,37.6584518818,3
265,1142,4114200.0,11487,중계본동종점,127.083524402,37.6440271615,2
266,1143,4114300.0,11404,영신여자고등학교입구,127.081059751,37.6492848806,3
267,1143,4114300.0,11402,노원문화예술회관.불암초등학교,127.080160295,37.6506776631,3
268,1143,4114300.0,11400,기업은행중계동지점,127.077426821,37.6507119276,3
269,1143,4114300.0,11217,코오롱아파트.양지대림아파트,127.070716,37.652497575,3
270,1143,4114300.0,11219,상계119안전센터,127.071778142,37.6539017158,3
271,1143,4114300.0,11221,상계동주유소,127.071849853,37.6577519815,3
272,1143,4114300.0,11243,벽산아파트103동,127.071818696,37.6607048337,2
273,1143,4114300.0,11235,상신교회,127.070875224,37.6614316732,2
274,1143,4114300.0,11237,상계5동주민센터,127.0691877,37.6628644876,2
275,1143,4114300.0,11239,상계한신2차아파트,127.066656915,37.6644437316,2
276,1143,4114300.0,11275,보람아파트2단지,127.064624778,37.6647178888,2
277,1143,4114300.0,11276,청원고등학교,127.0616146,37.6652295093,2
278,1143,4114300.0,11277,상계주공12단지1202동,127.059789391,37.6649222801,2
279,1143,4114300.0,11503,수락리버시티3.4단지,127.052608432,37.6871777659,1
280,1143,4114300.0,11191,상계주공9단지,127.058796161,37.6645767657,2
281,1143,4114300.0,11190,청원고등학교,127.061719867,37.6650492388,2
282,1143,4114300.0,11274,보람아파트1단지,127.065451968,37.6644083632,2
283,1143,4114300.0,11238,상계한신2차아파트,127.066634053,37.664229288,2
284,1143,4114300.0,11236,계상초등학교,127.069048098,37.6626663323,2
285,1143,4114300.0,11234,상신교회,127.070600892,37.6613948935,2
286,1143,4114300.0,11233,상계역,127.07198936,37.6602010271,2
287,1143,4114300.0,11220,상계동주유소,127.071624084,37.6575214427,3
288,1143,4114300.0,11218,상계119안전센터,127.071497128,37.6539595555,3
289,1143,4114300.0,11216,상계중학교,127.069309731,37.6514783878,3
290,1143,4114300.0,11399,신한은행중계본동지점,127.077631738,37.6505108522,4
291,1143,4114300.0,11403,노원문화예술회관.불암초등학교,127.080917787,37.6500481925,4
292,1143,4114300.0,11405,불암고등학교,127.080574998,37.6485021744,4
293,1143,4114300.0,11508,중계본동종점,127.083004175,37.6439455304,1
294,1143,4114300.0,11509,불암산종합스타디움,127.082545348,37.6389304363,1
295,1143,4114300.0,11134,효성화운트빌원자력병원후문,127.085123703,37.6274614335,3
296,1143,4114300.0,11136,태릉현대아파트,127.08596737,37.6251675653,3
297,1143,4114300.0,11138,청솔아파트,127.08647709,37.6231352496,3
298,1143,4114300.0,11158,예수사랑교회,127.087177372,37.6223048363,3
299,1143,4114300.0,11137,화랑타운아파트,127.086728256,37.6238234932,3
300,1143,4114300.0,11135,우방아파트,127.086088499,37.6260703624,3
301,1143,4114300.0,11133,효성화운트빌,127.085040784,37.6282670614,2
302,1143,4114300.0,11507,불암산종합스타디움,127.082886237,37.6387689037,1
303,1144,4114400.0,11451,중평초등학교,127.065508878,37.6362928466,1
304,1144,4114400.0,11369,브라운스톤중계.우리은행앞,127.064216255,37.6391797213,1
305,1144,4114400.0,11371,서울아이티고등학교,127.063103394,37.6416979423,1
306,1144,4114400.0,11431,북부여성발전센터앞,127.062362481,37.6432608103,1
307,1144,4114400.0,11432,그린아파트101동앞,127.061918007,37.6443053969,1
308,1144,4114400.0,10151,창동주공18단지,127.053043619,37.6470625209,3
309,1144,4114400.0,10149,창동주공19단지,127.052389995,37.6490406835,3
310,1144,4114400.0,10147,창동동아아파트,127.051543058,37.6517659214,3
311,1144,4114400.0,10145,창동농협물류센터,127.050888252,37.6537900297,3
312,1144,4114400.0,11463,상계주공2단지상가,127.057230043,37.6503179681,1
313,1144,4114400.0,11254,상계주공2단지,127.060420897,37.6511093271,1
314,1144,4114400.0,09253,미아역신일중고,127.025544449,37.627378539,1
315,1144,4114400.0,11462,당현초등학교,127.059510974,37.6484182646,1
316,1144,4114400.0,11253,상계주공2단지223동,127.057445828,37.6479723525,1
317,1144,4114400.0,10146,창동역동측,127.050713355,37.6532584683,4
318,1144,4114400.0,10148,창동동아아파트,127.051389866,37.6514821482,3
319,1144,4114400.0,10150,창동주공19단지,127.052028611,37.6492264659,3
320,1144,4114400.0,10152,창동주공18단지,127.052772918,37.6472653853,3
321,1144,4114400.0,11460,그린아파트101동앞,127.061641538,37.644343387,1
322,1144,4114400.0,11461,북부여성발전센터앞,127.062174301,37.643175307,1
323,1144,4114400.0,11370,서울아이티고등학교,127.062492106,37.6424362529,1
324,1144,4114400.0,11368,건영옴니백화점,127.064041621,37.6390239291,1
325,1144,4114400.0,11456,중평초등학교,127.065047003,37.6367751808,1
326,1146,4114600.0,11287,화진빌라,127.060778638,37.615862413,1
327,1146,4114600.0,11289,선곡초등학교,127.058693134,37.6172033817,1
328,1146,4114600.0,11290,선곡초등학교,127.058510745,37.617189956,1
329,1146,4114600.0,11288,화진빌라,127.06081479,37.6157443523,1
330,1152,4115200.0,11193,온곡중학교노원정보도서관,127.06439331,37.659200716,2
331,1154,4115400.0,11443,홈플러스중계점,127.069114611,37.6402654596,2
332,1154,4115400.0,11383,용동초등학교,127.069011849,37.6418721472,2
333,1154,4115400.0,11347,상명고등학교.성원아파트,127.069232219,37.6497762941,5
334,1154,4115400.0,11215,상계중학교정문,127.068179581,37.652453113,2
335,1154,4115400.0,11430,상계중앙하이츠2단지,127.067404414,37.6549891949,1
336,1154,4115400.0,11207,홍파복지원미주아파트,127.055647334,37.6798317125,3
337,1154,4115400.0,11205,수락중고등학교,127.055663228,37.6828962607,3
338,1154,4115400.0,11203,노원마을,127.055648523,37.6890118581,2
339,1154,4115400.0,61052,장암역.석림사입구,127.055042337,37.7003431337,2
340,1154,4115400.0,61083,추동아파트,127.057453177,37.7397997938,1
341,1154,4115400.0,61078,은하수아파트,127.057608669,37.7427849487,1
342,1154,4115400.0,61084,신성벽산아파트앞,127.060348522,37.7450317358,1
343,1154,4115400.0,61081,신명아파트백병원앞,127.061616277,37.7439741304,1
344,1154,4115400.0,61080,은하수아파트,127.058212147,37.7411041648,1
345,1154,4115400.0,61079,굿모닝마트,127.056734208,37.7403254635,1
346,1154,4115400.0,61068,신곡1동주민센터.신곡1동우체국,127.057697455,37.7314494904,1
347,1154,4115400.0,61069,동신·한일·삼익아파트,127.056394886,37.7297777397,1
348,1154,4115400.0,61070,신곡현대아파트,127.058109416,37.728709142,1
349,1154,4115400.0,61053,장암역.석림사입구,127.053386367,37.6999879716,2
350,1154,4115400.0,11202,노원마을,127.055203145,37.6893310475,2
351,1154,4115400.0,11204,수락중고등학교,127.055270896,37.6828387764,3
352,1154,4115400.0,11206,은빛아파트2단지,127.055274614,37.6802094382,3
353,1154,4115400.0,11260,상계6.7동주민센터,127.06720443,37.6544207283,2
354,1154,4115400.0,11261,상계중학교,127.067815694,37.6523542041,2
355,1154,4115400.0,11379,상명고등학교,127.069066489,37.6494835403,5
356,1154,4115400.0,11382,용동초등학교,127.069131057,37.6421162703,2
357,1154,4115400.0,11386,홈플러스중계점,127.068626649,37.6407225926,2
358,1155,4115500.0,42106,내원암.수락산입구,127.112566145,37.7079613572,1
359,1155,4115500.0,42089,수락산입구.동부거성아파트,127.113391928,37.7080326516,1
360,1155,4115500.0,42107,청학리주공2.3단지.농협,127.116920047,37.7078552994,1
361,1155,4115500.0,42098,청학리주공5단지.별내도서관,127.119365311,37.7071500144,1
362,1155,4115500.0,42706,별내면사무소앞,127.122290412,37.7030786822,1
363,1155,4115500.0,42111,경은학교앞,127.123966867,37.6991527656,1
364,1155,4115500.0,42096,아랫미아리.퇴뫼,127.127254753,37.6960252469,1
365,1155,4115500.0,42087,퇴메,127.132837,37.6881941753,1
366,1155,4115500.0,42110,중문마을,127.135206928,37.6814054951,1
367,1155,4115500.0,23056,임촌마을,127.134422813,37.6772560415,1
